,customerid,churn_probability,Classification
2434,1465-WCZVT,0.1,Non-risky
2435,9481-SFCQY,0.76,Risky
2436,6360-SVNWV,0.81,High-risky
2437,0567-GGCAC,0.7,Risky
2438,7089-IVVAZ,0.91,High-risky
2439,8884-MRNSU,0.0,Non-risky
2440,2171-UDMFD,0.0,Non-risky
2441,9050-IKDZA,1.0,High-risky
2442,2205-YMZZJ,1.0,High-risky
2443,9802-CAQUT,0.0,Non-risky
2444,1254-IZEYF,0.99,High-risky
2445,0187-WZNAB,0.73,Risky
2446,9492-TOKRI,1.0,High-risky
2447,1475-VWVDO,1.0,High-risky
2448,9221-OTIVJ,1.0,High-risky
2449,1357-MVDOZ,0.71,Risky
2450,7602-MVRMB,0.01,Non-risky
2451,3325-FUYCG,0.46,Non-risky
2452,5908-QMGOE,0.99,High-risky
2453,1197-BVMVG,1.0,High-risky
2454,5406-KGRMX,0.0,Non-risky
2455,8481-YYXWG,1.0,High-risky
2456,5968-HYJRZ,0.0,Non-risky
2457,5198-EFNBM,0.29,Non-risky
2458,7516-GMHUV,0.6,Risky
2459,7140-ADSMJ,0.0,Non-risky
2460,2230-XTUWL,0.0,Non-risky
2461,7706-YLMQA,0.0,Non-risky
2462,2585-KTFRE,0.2,Non-risky
2463,7994-UYIVZ,1.0,High-risky
2464,2609-IAICY,1.0,High-risky
2465,1740-CSDJP,0.98,High-risky
2466,7717-BICXI,0.0,Non-risky
2467,6559-RAKOZ,0.31,Non-risky
2468,2636-OHFMN,0.94,High-risky
2469,4716-MRVEN,0.0,Non-risky
2470,2143-LJULT,0.0,Non-risky
2471,1323-OOEPC,0.92,High-risky
2472,3200-MNQTF,0.0,Non-risky
2473,6164-HXUGH,0.07,Non-risky
2474,5630-IXDXV,0.99,High-risky
2475,0320-DWVTU,0.04,Non-risky
2476,9135-MGVPY,0.01,Non-risky
2477,1212-GLHMD,0.85,High-risky
2478,7878-JGDKK,0.93,High-risky
2479,1088-AUUZZ,0.0,Non-risky
2480,0397-GZBBC,0.76,Risky
2481,6614-YWYSC,0.0,Non-risky
2482,9588-OZDMQ,0.93,High-risky
2483,7641-EUYET,0.86,High-risky
2484,6476-EPYZR,0.0,Non-risky
2485,9921-ZVRHG,1.0,High-risky
2486,1174-FGIFN,0.58,Risky
2487,6620-HVDUJ,0.07,Non-risky
2488,4701-MLJPN,0.74,Risky
2489,1032-MAELW,0.1,Non-risky
2490,7641-TQFHN,0.38,Non-risky
2491,1552-TKMXS,0.06,Non-risky
2492,9206-GVPEQ,0.93,High-risky
2493,8622-ZLFKO,0.99,High-risky
2494,1596-BBVTG,0.99,High-risky
2495,6188-UXBBR,0.01,Non-risky
2496,2333-KWEWW,0.0,Non-risky
2497,5702-SKUOB,0.06,Non-risky
2498,1134-YWTYF,0.44,Non-risky
2499,6061-GWWAV,0.03,Non-risky
2500,0679-TDGAK,0.01,Non-risky
2501,6585-WCEWR,0.0,Non-risky
2502,9067-YGSCA,0.0,Non-risky
2503,9067-SQTNS,0.0,Non-risky
2504,8433-WXGNA,1.0,High-risky
2505,1776-SPBWV,0.0,Non-risky
2506,8735-SDUFN,0.0,Non-risky
2507,9668-PUGNU,0.0,Non-risky
2508,9405-GPBBG,0.21,Non-risky
2509,1926-QUZNN,0.0,Non-risky
2510,3707-GNWHM,1.0,High-risky
2511,7016-NVRIC,0.12,Non-risky
2512,5829-NVSQN,0.11,Non-risky
2513,9565-AXSMR,0.0,Non-risky
2514,8922-LIEGH,1.0,High-risky
2515,8869-LIHMK,0.08,Non-risky
2516,8245-UMPYT,0.99,High-risky
2517,5186-SAMNZ,1.0,High-risky
2518,0447-RXSGD,0.21,Non-risky
2519,4927-WWOOZ,1.0,High-risky
2520,5788-YPOEG,0.03,Non-risky
2521,5373-SFODM,0.95,High-risky
2522,0661-KBKPA,0.07,Non-risky
2523,9081-WWXKP,0.0,Non-risky
2524,0784-ZQJZX,0.0,Non-risky
2525,3133-PZNSR,0.01,Non-risky
2526,5766-ZJYBB,0.61,Risky
2527,8931-GJJIQ,1.0,High-risky
2528,4277-PVRAN,1.0,High-risky
2529,0022-TCJCI,0.22,Non-risky
2530,0722-SVSFK,1.0,High-risky
2531,3612-YVGSJ,0.0,Non-risky
2532,9825-YCXWZ,0.55,Risky
2533,5397-NSKQG,0.0,Non-risky
2534,8565-HBFNN,0.07,Non-risky
2535,2000-DHJUY,0.0,Non-risky
2536,0203-HHYIJ,0.01,Non-risky
2537,8670-ERCJH,0.19,Non-risky
2538,7758-UJWYS,0.03,Non-risky
2539,2050-ONYDQ,0.0,Non-risky
2540,7055-JCGNI,0.07,Non-risky
2541,0739-UUAJR,0.0,Non-risky
2542,4826-DXMUP,0.6,Risky
2543,0952-KMEEH,0.96,High-risky
2544,7285-KLOTR,0.33,Non-risky
2545,0654-PQKDW,0.0,Non-risky
2546,7175-NTIXE,0.3,Non-risky
2547,7963-SHNDT,0.0,Non-risky
2548,9796-BPKIW,1.0,High-risky
2549,0188-GWFLE,0.02,Non-risky
2550,8129-GMVGI,0.01,Non-risky
2551,2882-DDZPG,0.91,High-risky
2552,3547-LQRIK,0.0,Non-risky
2553,9137-NOQKA,0.51,Risky
2554,5843-TTHGI,0.44,Non-risky
2555,1849-RJYIG,0.87,High-risky
2556,8868-GAGIO,0.45,Non-risky
2557,4061-UKJWL,0.98,High-risky
2558,5380-XPJNZ,0.0,Non-risky
2559,8263-QMNTJ,0.01,Non-risky
2560,8178-EYZUO,0.5,Risky
2561,3230-JCNZS,0.0,Non-risky
2562,0277-ORXQS,0.03,Non-risky
2563,5130-IEKQT,0.88,High-risky
2564,3230-WYKIR,0.32,Non-risky
2565,7996-BPXHY,0.0,Non-risky
2566,3227-WLKLI,0.0,Non-risky
2567,0407-BDJKB,0.66,Risky
2568,2266-FUBDZ,0.01,Non-risky
2569,8237-ULIXL,0.0,Non-risky
2570,9600-UDOPK,0.96,High-risky
2571,8216-AZUUZ,0.23,Non-risky
2572,9153-BTBVV,0.0,Non-risky
2573,4074-SJFFA,0.99,High-risky
2574,3269-ATYWD,0.82,High-risky
2575,5186-PEIZU,0.01,Non-risky
2576,1074-AMIOH,0.14,Non-risky
2577,4910-GMJOT,1.0,High-risky
2578,0354-WYROK,0.85,High-risky
2579,4361-FEBGN,0.0,Non-risky
2580,7748-UMTRK,0.94,High-risky
2581,0380-ZCSBI,0.06,Non-risky
2582,7145-FEJWU,0.97,High-risky
2583,6463-MVYRY,0.01,Non-risky
2584,3969-JQABI,0.28,Non-risky
2585,9624-EGDEQ,0.0,Non-risky
2586,1051-EQPZR,0.0,Non-risky
2587,5849-ASHZJ,0.0,Non-risky
2588,5780-INQIK,0.88,High-risky
2589,7576-OYWBN,1.0,High-risky
2590,4526-ZJJTM,0.88,High-risky
2591,8384-FZBJK,0.91,High-risky
2592,3750-RNQKR,0.07,Non-risky
2593,0962-CQPWQ,0.0,Non-risky
2594,3096-YXENJ,0.03,Non-risky
2595,1265-BCFEO,0.01,Non-risky
2596,5837-LXSDN,0.14,Non-risky
2597,5945-AZYHT,0.27,Non-risky
2598,8325-QRPZR,1.0,High-risky
2599,6384-VMJHP,0.0,Non-risky
2600,2262-SLNVK,1.0,High-risky
2601,7730-CLDSV,0.01,Non-risky
2602,1135-HIORI,0.07,Non-risky
2603,0164-APGRB,0.01,Non-risky
2604,6481-ESCNL,0.99,High-risky
2605,1790-NESIO,0.0,Non-risky
2606,1550-EENBN,0.93,High-risky
2607,5539-TMZLF,1.0,High-risky
2608,4323-SADQS,0.54,Risky
2609,4446-BZKHU,0.85,High-risky
2610,5202-IVJNU,0.3,Non-risky
2611,5976-JCJRH,1.0,High-risky
2612,8198-RKSZG,0.77,Risky
2613,0137-OCGAB,0.95,High-risky
2614,3351-NQLDI,0.08,Non-risky
2615,9297-EONCV,0.02,Non-risky
2616,7593-JNWRU,0.72,Risky
2617,4588-YBNIB,0.68,Risky
2618,1069-QJOEE,0.0,Non-risky
2619,3336-JORSO,0.66,Risky
2620,7799-DSEWS,0.2,Non-risky
2621,8766-PAFNE,0.0,Non-risky
2622,5315-CKEQK,0.07,Non-risky
2623,3130-ICDUP,0.92,High-risky
2624,0820-FNRNX,0.32,Non-risky
2625,0880-FVFWF,0.2,Non-risky
2626,4611-ANLQC,0.04,Non-risky
2627,4213-HKBJO,0.07,Non-risky
2628,2792-LSHWX,0.81,High-risky
2629,5028-GZLDO,1.0,High-risky
2630,0014-BMAQU,0.0,Non-risky
2631,6861-XWTWQ,1.0,High-risky
2632,9018-PCIOK,0.06,Non-risky
2633,4837-QUSFT,0.11,Non-risky
2634,6877-TJMBR,1.0,High-risky
2635,9953-ZMKSM,0.0,Non-risky
2636,0907-HQNTS,0.0,Non-risky
2637,7665-NKLAV,0.0,Non-risky
2638,6769-DCQLI,0.94,High-risky
2639,2433-KMEAS,0.96,High-risky
2640,4391-LNRXK,0.61,Risky
2641,8250-ZNGGW,0.75,Risky
2642,2195-ZRVAX,0.77,Risky
2643,3550-SAHFP,0.99,High-risky
2644,2011-TRQYE,0.93,High-risky
2645,8562-GHPPI,0.21,Non-risky
2646,5893-PYOLZ,0.02,Non-risky
2647,4986-MXSFP,0.0,Non-risky
2648,6131-FOYAS,0.18,Non-risky
2649,3027-YNWZU,0.0,Non-risky
2650,5609-IMCGG,0.84,High-risky
2651,4873-ILOLJ,0.98,High-risky
2652,4727-MCYZG,0.93,High-risky
2653,9481-WHGWY,0.02,Non-risky
2654,2725-KXXWT,1.0,High-risky
2655,9565-DJPIB,0.97,High-risky
2656,4328-VUFWD,0.07,Non-risky
2657,3301-LSLWQ,0.2,Non-risky
2658,7473-ZBDSN,0.0,Non-risky
2659,3166-PNEOF,0.0,Non-risky
2660,5639-NTUPK,0.62,Risky
2661,8780-YRMTT,0.0,Non-risky
2662,8348-HFYIV,1.0,High-risky
2663,5140-FOMCQ,0.93,High-risky
2664,6242-SGYTS,0.1,Non-risky
2665,8166-ORCHU,0.03,Non-risky
2666,8414-OOEEL,0.03,Non-risky
2667,8454-AATJP,0.19,Non-risky
2668,6849-WLEYG,0.83,High-risky
2669,4659-NZRUF,1.0,High-risky
2670,4531-AUZNK,0.07,Non-risky
2671,4191-XOVOM,0.68,Risky
2672,2150-OEGBV,0.0,Non-risky
2673,8429-XIBUM,0.92,High-risky
2674,1855-CFULU,0.23,Non-risky
2675,4878-BUNFV,0.0,Non-risky
2676,1872-EBWSC,0.0,Non-risky
2677,2608-BHKFN,1.0,High-risky
2678,7026-YMSBE,0.0,Non-risky
2679,7341-LXCAF,1.0,High-risky
2680,6997-UVGOX,0.0,Non-risky
2681,9674-EHPPG,0.01,Non-risky
2682,9462-MJUAW,0.97,High-risky
2683,8128-YVJRG,0.97,High-risky
2684,5440-VHLUL,0.81,High-risky
2685,5781-BKHOP,0.01,Non-risky
2686,4283-FUTGF,0.99,High-risky
2687,5213-TWWJU,0.72,Risky
2688,1569-TTNYJ,1.0,High-risky
2689,8628-MFKAX,0.01,Non-risky
2690,2397-BRLOM,0.97,High-risky
2691,7629-WIXZF,0.25,Non-risky
2692,5445-GLVOT,0.67,Risky
2693,3976-HXHCE,0.0,Non-risky
2694,2466-NEJOJ,0.03,Non-risky
2695,0254-KCJGT,0.16,Non-risky
2696,5472-CVMDX,0.0,Non-risky
2697,6461-SZMCV,0.0,Non-risky
2698,8150-QUDFX,0.01,Non-risky
2699,9508-ILZDG,0.64,Risky
2700,2346-DJQTB,0.6,Risky
2701,1697-LYYYX,0.0,Non-risky
2702,1942-OQFRW,0.88,High-risky
2703,4749-VFKVB,0.98,High-risky
2704,9640-ZSLDC,0.0,Non-risky
2705,4231-LZUYM,0.0,Non-risky
2706,7598-UAASY,1.0,High-risky
2707,7938-OUHIO,1.0,High-risky
2708,8510-AWCXC,1.0,High-risky
2709,6128-AQBMT,0.6,Risky
2710,3594-BDSOA,0.0,Non-risky
2711,0431-APWVY,0.6,Risky
2712,5133-VRSAB,0.39,Non-risky
2713,5996-DAOQL,0.55,Risky
2714,6838-YAUVY,0.09,Non-risky
2715,0484-JPBRU,0.1,Non-risky
2716,7883-ROJOC,0.11,Non-risky
2717,0244-LGNFY,0.0,Non-risky
2718,7274-CGTOD,0.0,Non-risky
2719,4295-YURET,0.01,Non-risky
2720,3426-NIYYL,0.9,High-risky
2721,8225-BTJAU,1.0,High-risky
2722,4635-EJYPD,0.0,Non-risky
2723,1866-ZSLJM,0.0,Non-risky
2724,4636-TVXVG,0.0,Non-risky
2725,4236-UJPWO,0.92,High-risky
2726,9392-XBGTD,0.0,Non-risky
2727,3387-VATUS,1.0,High-risky
2728,6402-SSEJG,0.18,Non-risky
2729,1143-NMNQJ,1.0,High-risky
2730,1169-SAOCL,0.71,Risky
2731,1110-KYLGQ,0.42,Non-risky
2732,9929-PLVPA,0.26,Non-risky
2733,3518-PZXZQ,0.96,High-risky
2734,2371-JUNGC,0.0,Non-risky
2735,7693-QPEFS,0.4,Non-risky
2736,0924-BJCRC,0.48,Non-risky
2737,5074-FBGHB,0.86,High-risky
2738,2351-BKRZW,0.0,Non-risky
2739,4455-BFSPD,0.35,Non-risky
2740,0415-MOSGF,0.98,High-risky
2741,1724-BQUHA,1.0,High-risky
2742,3948-KXDUF,0.0,Non-risky
2743,2323-ARSVR,0.04,Non-risky
2744,0815-MFZGM,0.06,Non-risky
2745,4826-XTSOH,1.0,High-risky
2746,5480-XTFFL,0.0,Non-risky
2747,8295-FHIVV,0.04,Non-risky
2748,2495-INZWQ,1.0,High-risky
2749,9086-YJYXS,0.15,Non-risky
2750,1179-INLAT,0.0,Non-risky
2751,7909-FIOIY,0.51,Risky
2752,4139-SUGLD,0.24,Non-risky
2753,6857-VWJDT,1.0,High-risky
2754,6351-SCJKT,0.75,Risky
2755,5468-BPMMO,0.02,Non-risky
2756,5624-BQSSA,0.95,High-risky
2757,0197-PNKNK,0.01,Non-risky
2758,2439-QKJUL,0.01,Non-risky
2759,1194-SPVSP,0.42,Non-risky
2760,9534-NSXEM,0.0,Non-risky
2761,2408-WITXK,0.96,High-risky
2762,8929-KSWIH,0.04,Non-risky
2763,2250-IVBWA,0.2,Non-risky
2764,1810-MVMAI,0.13,Non-risky
2765,9506-UXUSK,0.99,High-risky
2766,1229-RCALF,0.05,Non-risky
2767,3572-UOLYZ,0.55,Risky
2768,1429-UYJSV,0.01,Non-risky
2769,5577-OTWWW,0.89,High-risky
2770,6100-QQHEB,0.91,High-risky
2771,6366-XIVKZ,0.43,Non-risky
2772,3470-OBUET,0.0,Non-risky
2773,2770-NSVDG,0.55,Risky
2774,9375-MHRRS,0.71,Risky
2775,2634-HCZGT,0.04,Non-risky
2776,7503-QQRVF,0.97,High-risky
2777,4860-YZGZM,0.17,Non-risky
2778,6599-GZWCM,0.49,Non-risky
2779,2691-NZETQ,1.0,High-risky
2780,4404-HIBDJ,0.12,Non-risky
2781,5533-NHFRF,0.87,High-risky
2782,7037-MTYVW,0.1,Non-risky
2783,4760-THGOT,0.64,Risky
2784,7295-JOMMD,0.98,High-risky
2785,4016-BJKTZ,0.39,Non-risky
2786,6584-VQMYT,0.01,Non-risky
2787,9838-BFCQT,0.0,Non-risky
2788,2790-XUYMV,0.02,Non-risky
2789,0581-MDMPW,0.9,High-risky
2790,5013-SBUIH,0.54,Risky
2791,1023-BQXZE,0.01,Non-risky
2792,9163-GHAYE,0.18,Non-risky
2793,3904-UKFRE,0.98,High-risky
2794,5353-WILCI,0.58,Risky
2795,0709-TVGUR,1.0,High-risky
2796,0058-EVZWM,0.21,Non-risky
2797,6023-YEBUP,1.0,High-risky
2798,7209-JCUDS,1.0,High-risky
2799,7009-PCARS,0.0,Non-risky
2800,0519-DRGTI,0.0,Non-risky
2801,1017-FBQMM,0.26,Non-risky
2802,3001-CBHLQ,0.95,High-risky
2803,1985-MBRYP,0.0,Non-risky
2804,6158-DWPZT,0.77,Risky
2805,9372-TXXPS,0.0,Non-risky
2806,3259-QMXUN,0.1,Non-risky
2807,1015-JPFYW,0.0,Non-risky
2808,6645-MXQJT,0.94,High-risky
2809,4360-QRAVE,0.36,Non-risky
2810,8433-WPJTV,0.27,Non-risky
2811,5804-JMYIO,0.0,Non-risky
2812,3763-GCZHZ,0.51,Risky
2813,6484-LATFU,0.0,Non-risky
2814,7599-NTMDP,0.0,Non-risky
2815,0772-GYEQQ,1.0,High-risky
2816,0536-ACXIP,0.0,Non-risky
2817,0936-NQLJU,0.0,Non-risky
2818,4831-EOBFE,0.81,High-risky
2819,1575-KRZZE,0.77,Risky
2820,3251-YMVWZ,0.0,Non-risky
2821,4102-OQUPX,1.0,High-risky
2822,9170-GYZJC,0.77,Risky
2823,4884-LEVMQ,0.0,Non-risky
2824,8857-CUPFQ,0.0,Non-risky
2825,7610-TVOPG,0.26,Non-risky
2826,3638-DIMPH,0.3,Non-risky
2827,1845-ZLLIG,0.97,High-risky
2828,8559-WNQZS,0.03,Non-risky
2829,3999-QGRJH,1.0,High-risky
2830,1699-UOTXU,0.04,Non-risky
2831,2454-RPBRZ,0.99,High-risky
2832,0635-WKOLD,0.07,Non-risky
2833,5993-JSUWV,0.0,Non-risky
2834,4518-FZBSX,0.0,Non-risky
2835,5387-ASZNZ,0.0,Non-risky
2836,6988-CJEYV,0.92,High-risky
2837,2002-MZHWP,0.7,Risky
2838,3097-FQTVJ,0.0,Non-risky
2839,5465-BUBFA,0.0,Non-risky
2840,7299-GNVPL,0.26,Non-risky
2841,9743-DQKQW,0.89,High-risky
2842,1215-VFYVK,0.75,Risky
2843,9371-BITHB,0.0,Non-risky
2844,2265-CYWIV,0.99,High-risky
2845,9093-FPDLG,0.97,High-risky
2846,0541-FITGH,0.66,Risky
2847,6985-HAYWX,0.92,High-risky
2848,7508-KBIMB,0.04,Non-risky
2849,6838-HVLXG,0.0,Non-risky
2850,2277-DJJDL,0.52,Risky
2851,1897-OKVMW,0.0,Non-risky
2852,5485-ITNPC,0.0,Non-risky
2853,0233-FTHAV,0.18,Non-risky
2854,4644-PIZRT,0.07,Non-risky
2855,8922-NPKBJ,0.0,Non-risky
2856,2740-TVLFN,0.99,High-risky
2857,7771-CFQRQ,0.04,Non-risky
2858,9512-PHSMG,0.01,Non-risky
2859,6963-EZQEE,0.0,Non-risky
2860,2452-KDRRH,0.77,Risky
2861,2004-OCQXK,1.0,High-risky
2862,5027-QPKTE,1.0,High-risky
2863,4146-SVFUD,0.98,High-risky
2864,1564-HJUVY,0.28,Non-risky
2865,3617-XLSGQ,0.02,Non-risky
2866,7517-LDMPS,1.0,High-risky
2867,7244-KXYZN,0.0,Non-risky
2868,5226-NOZFC,0.94,High-risky
2869,2672-HUYVI,1.0,High-risky
2870,1400-WIVLL,0.31,Non-risky
2871,7508-MYBOG,1.0,High-risky
2872,8148-NLEGT,0.01,Non-risky
2873,0148-DCDOS,0.75,Risky
2874,8347-GDTMP,0.0,Non-risky
2875,9992-RRAMN,0.99,High-risky
2876,6746-WAUWT,0.0,Non-risky
2877,0310-MVLET,0.93,High-risky
2878,0428-IKYCP,0.58,Risky
2879,4550-VBOFE,0.94,High-risky
2880,2187-PKZAY,1.0,High-risky
2881,4003-OCTMP,0.03,Non-risky
2882,6652-YFFJO,0.97,High-risky
2883,7225-IILWY,0.0,Non-risky
2884,5248-RPYWW,0.0,Non-risky
2885,7923-IYJWY,0.45,Non-risky
2886,3170-GWYKC,0.31,Non-risky
2887,5696-QURRL,0.99,High-risky
2888,7409-KIUTL,0.99,High-risky
2889,9830-ECLEN,0.1,Non-risky
2890,1732-VHUBQ,0.67,Risky
2891,0495-RVCBF,1.0,High-risky
2892,2668-TZSPS,0.31,Non-risky
2893,7854-EDSSA,0.65,Risky
2894,8869-TORSS,0.12,Non-risky
2895,7446-SFAOA,0.01,Non-risky
2896,9522-ZSINC,0.01,Non-risky
2897,8234-GSZYK,0.04,Non-risky
2898,6505-OZNPG,0.02,Non-risky
2899,6164-HAQTX,0.0,Non-risky
2900,0679-IDSTG,1.0,High-risky
2901,7765-LWVVH,0.01,Non-risky
2902,1658-TJVOA,0.97,High-risky
2903,0953-LGOVU,0.07,Non-risky
2904,2115-BFTIW,0.78,Risky
2905,4692-NNQRU,0.28,Non-risky
2906,7742-MYPGI,0.74,Risky
2907,0611-DFXKO,0.9,High-risky
2908,7780-OTDSO,0.92,High-risky
2909,9619-GSATL,0.27,Non-risky
2910,5622-UEJFI,0.0,Non-risky
2911,9747-DDZOS,0.99,High-risky
2912,0674-DGMAQ,0.91,High-risky
2913,6203-HBZPA,0.03,Non-risky
2914,0484-FFVBJ,0.24,Non-risky
2915,0301-FIDRB,0.0,Non-risky
2916,4139-JPIAM,0.22,Non-risky
2917,2181-TIDSV,0.0,Non-risky
2918,2761-XECQW,0.8,High-risky
2919,1936-CZAKF,0.11,Non-risky
2920,9453-PATOS,0.01,Non-risky
2921,0564-JJHGS,1.0,High-risky
2922,3348-CFRNX,0.91,High-risky
2923,4402-FTBXC,0.5,Risky
2924,1428-GTBJJ,0.99,High-risky
2925,2931-XIQBR,0.12,Non-risky
2926,0106-UGRDO,0.0,Non-risky
2927,5542-TBBWB,1.0,High-risky
2928,1930-QPBVZ,0.04,Non-risky
2929,2606-PKWJB,0.01,Non-risky
2930,5322-ZSMZY,0.0,Non-risky
2931,8059-UDZFY,0.8,High-risky
2932,7740-BTPUX,0.32,Non-risky
2933,5220-AGAAX,0.0,Non-risky
2934,0208-BPQEJ,0.34,Non-risky
2935,9435-JMLSX,0.0,Non-risky
2936,3352-ALMCK,0.8,High-risky
2937,5312-IRCFR,0.2,Non-risky
2938,5294-IMHHT,0.04,Non-risky
2939,8802-UNOJF,0.93,High-risky
2940,6313-GIDIT,0.46,Non-risky
2941,6176-YJWAS,0.0,Non-risky
2942,5310-NOOVA,0.01,Non-risky
2943,4526-EXKKN,0.0,Non-risky
2944,5311-IHLEI,0.55,Risky
2945,3987-KQDDU,1.0,High-risky
2946,3404-JNXAX,0.57,Risky
2947,5131-PONJI,0.14,Non-risky
2948,2845-AFFTX,0.98,High-risky
2949,3489-VSFRD,0.05,Non-risky
2950,3345-JHUEO,0.01,Non-risky
2951,5815-HGGHV,0.07,Non-risky
2952,5260-UMPWX,0.01,Non-risky
2953,2249-YPRNG,0.85,High-risky
2954,7410-YTJIK,1.0,High-risky
2955,4626-GYCZP,1.0,High-risky
2956,5649-RXQTV,0.59,Risky
2957,2674-MIAHT,0.94,High-risky
2958,2576-HXMPA,0.18,Non-risky
2959,7587-AOVVU,0.36,Non-risky
2960,5590-BYNII,0.95,High-risky
2961,6898-MDLZW,0.46,Non-risky
2962,3237-AJGEH,0.68,Risky
2963,4707-YNOQA,0.0,Non-risky
2964,9357-UJRUN,0.01,Non-risky
2965,1591-NFNLQ,0.57,Risky
2966,8648-PFRMP,0.99,High-risky
2967,7663-CUXZB,0.22,Non-risky
2968,0258-NOKBL,1.0,High-risky
2969,1163-VIPRI,0.1,Non-risky
2970,2815-CPTUL,1.0,High-risky
2971,9348-ROUAI,0.01,Non-risky
2972,9443-JUBUO,0.0,Non-risky
2973,0596-BQCEQ,0.7,Risky
2974,1481-ZUWZA,0.84,High-risky
2975,3043-TYBNO,0.77,Risky
2976,4830-FAXFM,0.19,Non-risky
2977,5906-BFOZT,0.82,High-risky
2978,2960-NKRSO,0.77,Risky
2979,8996-ZROXE,0.15,Non-risky
2980,5598-IKHQQ,0.01,Non-risky
2981,0397-ZXWQF,0.0,Non-risky
2982,5266-PFRQK,0.0,Non-risky
2983,4674-HGNUA,0.0,Non-risky
2984,6765-MBQNU,0.0,Non-risky
2985,9786-IJYDL,0.06,Non-risky
2986,1303-SRDOK,0.08,Non-risky
2987,3769-MHZNV,0.0,Non-risky
2988,6295-OSINB,0.02,Non-risky
2989,3308-MHOOC,0.57,Risky
2990,2309-OSFEU,0.87,High-risky
2991,2207-QPJED,0.76,Risky
2992,4177-JPDFU,0.42,Non-risky
2993,2239-CFOUJ,0.08,Non-risky
2994,8046-DNVTL,0.01,Non-risky
2995,2209-XADXF,0.81,High-risky
2996,6620-JDYNW,0.5,Risky
2997,1891-FZYSA,0.61,Risky
2998,4770-UEZOX,1.0,High-risky
2999,1038-RQOST,0.0,Non-risky
3000,7613-LLQFO,1.0,High-risky
3001,4568-TTZRT,0.0,Non-risky
3002,9513-DXHDA,0.27,Non-risky
3003,2640-PMGFL,0.85,High-risky
3004,3801-HMYNL,0.96,High-risky
3005,0516-QREYC,0.08,Non-risky
3006,9685-WKZGT,1.0,High-risky
3007,6022-UGGSO,0.8,High-risky
3008,8084-OIVBS,0.01,Non-risky
3009,8896-BQTTI,0.38,Non-risky
3010,3865-QBWSJ,0.58,Risky
3011,3352-RICWQ,0.0,Non-risky
3012,2160-GPFXD,0.0,Non-risky
3013,2065-MMKGR,0.25,Non-risky
3014,5857-TYBCJ,0.81,High-risky
3015,1498-NHTLT,0.01,Non-risky
3016,4484-CGXFK,0.99,High-risky
3017,1402-PTHGN,0.06,Non-risky
3018,4176-RELJR,0.0,Non-risky
3019,6214-EDAKZ,0.79,Risky
3020,5199-FPUSP,0.0,Non-risky
3021,6377-KSLXC,0.03,Non-risky
3022,1796-JANOW,0.06,Non-risky
3023,0238-WHBIQ,0.0,Non-risky
3024,8735-NBLWT,0.0,Non-risky
3025,6651-RLGGM,0.0,Non-risky
3026,6127-ISGTU,0.99,High-risky
3027,1614-JBEBI,0.03,Non-risky
3028,8740-XLHDR,0.76,Risky
3029,1208-DNHLN,0.07,Non-risky
3030,1761-AEZZR,1.0,High-risky
3031,3923-CSIHK,0.97,High-risky
3032,5696-EXCYS,0.0,Non-risky
3033,5795-KTGUD,0.06,Non-risky
3034,7120-RFMVS,1.0,High-risky
3035,7924-GJZFI,0.88,High-risky
3036,4702-HDRKD,0.04,Non-risky
3037,8512-WIWYV,0.0,Non-risky
3038,5897-ZYEKH,0.27,Non-risky
3039,5456-ITGIC,0.0,Non-risky
3040,7317-GGVPB,0.28,Non-risky
3041,1406-PUQVY,0.93,High-risky
3042,1322-AGOQM,0.24,Non-risky
3043,3677-IYRBF,1.0,High-risky
3044,5692-FPTAH,0.75,Risky
3045,9114-AAFQH,0.12,Non-risky
3046,8715-KKTFG,0.43,Non-risky
3047,1550-LOAHA,0.99,High-risky
3048,1728-BQDMA,0.36,Non-risky
3049,0268-QKIWO,0.35,Non-risky
3050,0876-WDUUZ,1.0,High-risky
3051,5117-ZSMHQ,0.0,Non-risky
3052,5151-HQRDG,0.39,Non-risky
3053,0960-HUWBM,0.17,Non-risky
3054,6465-GSRCL,0.47,Non-risky
3055,0617-FHSGK,0.65,Risky
3056,0263-FJTQO,0.01,Non-risky
3057,7319-ZNRTR,0.0,Non-risky
3058,2858-MOFSQ,0.23,Non-risky
3059,7503-EPSZW,0.0,Non-risky
3060,7089-XXAYG,0.22,Non-risky
3061,8118-LSUEL,0.94,High-risky
3062,8070-AAWZP,0.28,Non-risky
3063,1666-JXLKU,1.0,High-risky
3064,7855-DIWPO,0.85,High-risky
3065,5133-POWUA,0.96,High-risky
3066,5652-MSDEY,0.99,High-risky
3067,7005-CCBKV,1.0,High-risky
3068,1810-BOHSY,0.21,Non-risky
3069,1784-BXEFA,0.0,Non-risky
3070,7351-MHQVU,0.69,Risky
3071,9224-VTYID,0.0,Non-risky
3072,9500-IWPXQ,0.1,Non-risky
3073,5762-TJXGK,0.06,Non-risky
3074,4504-YOULA,0.43,Non-risky
3075,5569-IDSEY,0.27,Non-risky
3076,4250-FDVOU,0.84,High-risky
3077,7284-ZZLOH,0.05,Non-risky
3078,5277-ZLOOR,1.0,High-risky
3079,2141-RRYGO,0.88,High-risky
3080,1777-JYQPJ,0.17,Non-risky
3081,6376-GAHQE,1.0,High-risky
3082,3401-URHDA,0.07,Non-risky
